O*NET-SOC Code,Title,Reported Job Title,Shown in My Next Move
43-4021.00,Correspondence Clerks,Correspondence Clerk,Y
43-4021.00,Correspondence Clerks,Correspondence Coordinator,Y
43-4021.00,Correspondence Clerks,Correspondence Representative (Correspondence Rep),Y
43-4021.00,Correspondence Clerks,Correspondent,N
43-4021.00,Correspondence Clerks,Dispute Resolution Analyst,Y
43-4021.00,Correspondence Clerks,Dispute Specialist,N
43-4021.00,Correspondence Clerks,Office Technician (Office Tech),N
43-4021.00,Correspondence Clerks,Technical Clerk,N
43-4031.00,"Court, Municipal, and License Clerks",City Clerk,Y
43-4031.00,"Court, Municipal, and License Clerks",City Recorder,N
43-4031.00,"Court, Municipal, and License Clerks",Court Clerk,Y
43-4031.00,"Court, Municipal, and License Clerks",License Clerk,Y
43-4031.00,"Court, Municipal, and License Clerks",License Specialist,N
43-4031.00,"Court, Municipal, and License Clerks",Motor Vehicle Field Representative (MVFR),N
43-4031.00,"Court, Municipal, and License Clerks",Motor Vehicle Licensing Clerk,N
43-4031.00,"Court, Municipal, and License Clerks",Municipal Clerk,N
43-4031.00,"Court, Municipal, and License Clerks",Permits Specialist,N
43-4031.00,"Court, Municipal, and License Clerks",Town Clerk,Y
43-4041.00,"Credit Authorizers, Checkers, and Clerks",Commercial Credit Reviewer,Y
43-4041.00,"Credit Authorizers, Checkers, and Clerks",Commercial Loan Reviewer,N
43-4041.00,"Credit Authorizers, Checkers, and Clerks",Credit Investigator,Y
43-4041.00,"Credit Authorizers, Checkers, and Clerks",Credit Processor,Y
43-4041.00,"Credit Authorizers, Checkers, and Clerks",Credit Representative,Y
43-4051.00,Customer Service Representatives,Account Representative,Y
43-4051.00,Customer Service Representatives,Call Center Representative,N
43-4051.00,Customer Service Representatives,Client Services Representative,N
43-4051.00,Customer Service Representatives,Customer Care Representative (CCR),N
43-4051.00,Customer Service Representatives,Customer Service Agent,N
43-4051.00,Customer Service Representatives,Customer Service Representative (CSR),Y
43-4051.00,Customer Service Representatives,Customer Service Specialist,Y
43-4051.00,Customer Service Representatives,Customer Support Representative (Customer Support Rep),N
43-4051.00,Customer Service Representatives,Guest Service Agent,N
43-4051.00,Customer Service Representatives,Member Services Representative (Member Services Rep),Y
43-4061.00,"Eligibility Interviewers, Government Programs",Benefits Program Tech (Benefits Program Technician),N
43-4061.00,"Eligibility Interviewers, Government Programs",Business and Employment Specialist,N
43-4061.00,"Eligibility Interviewers, Government Programs",Case Manager,N
43-4061.00,"Eligibility Interviewers, Government Programs",Eligibility Examiner,N
43-4061.00,"Eligibility Interviewers, Government Programs",Eligibility Specialist,Y
43-4061.00,"Eligibility Interviewers, Government Programs",Eligibility Worker,Y
43-4061.00,"Eligibility Interviewers, Government Programs",Program Eligibility Specialist,N
43-4061.00,"Eligibility Interviewers, Government Programs",Social Welfare Examiner (SWEX),Y
43-4061.00,"Eligibility Interviewers, Government Programs",Workforce Advisor,N
43-4061.00,"Eligibility Interviewers, Government Programs",Workforce Services Representative (WSR),Y
43-4071.00,File Clerks,Claims Clerk,N
43-4071.00,File Clerks,Clerk,N
43-4071.00,File Clerks,Documentation Specialist,N
43-4071.00,File Clerks,File Clerk,Y
43-4071.00,File Clerks,Manufacturing Clerk,N
43-4071.00,File Clerks,Medical Records Clerk,Y
43-4071.00,File Clerks,Office Assistant,Y
43-4071.00,File Clerks,Police Records Clerk,N
43-4071.00,File Clerks,Records Clerk,Y
43-4111.00,"Interviewers, Except Eligibility and Loan",Admissions Clerk,Y
43-4111.00,"Interviewers, Except Eligibility and Loan",Admissions Representative,Y
43-4111.00,"Interviewers, Except Eligibility and Loan",Admitting Representative,N
43-4111.00,"Interviewers, Except Eligibility and Loan",Data Collection Assistant,N
43-4111.00,"Interviewers, Except Eligibility and Loan",Interviewer,Y
43-4111.00,"Interviewers, Except Eligibility and Loan",Market Research Interviewer,N
43-4111.00,"Interviewers, Except Eligibility and Loan",Registration Clerk,Y
43-4111.00,"Interviewers, Except Eligibility and Loan",Research Interviewer,N
43-4111.00,"Interviewers, Except Eligibility and Loan",Survey Interviewer,N
43-4111.00,"Interviewers, Except Eligibility and Loan",Telephone Interviewer,N
43-4121.00,"Library Assistants, Clerical",Acquisitions Assistant,N
43-4121.00,"Library Assistants, Clerical",Cataloging Assistant,N
43-4121.00,"Library Assistants, Clerical",Library Aide,Y
43-4121.00,"Library Assistants, Clerical",Library Assistant,Y
43-4121.00,"Library Assistants, Clerical",Library Associate,N
43-4121.00,"Library Assistants, Clerical",Library Circulation Assistant,Y
43-4121.00,"Library Assistants, Clerical",Library Clerical Assistant,N
43-4121.00,"Library Assistants, Clerical",Library Clerk,Y
43-4121.00,"Library Assistants, Clerical",Library Services Assistant,N
43-4131.00,Loan Interviewers and Clerks,Closer,N
43-4131.00,Loan Interviewers and Clerks,Licensed Loan Officer Assistant,Y
43-4131.00,Loan Interviewers and Clerks,Loan Analyst,Y
43-4131.00,Loan Interviewers and Clerks,Loan Clerk,N
43-4131.00,Loan Interviewers and Clerks,Loan Closer,N
43-4131.00,Loan Interviewers and Clerks,Loan Originator,N
43-4131.00,Loan Interviewers and Clerks,Loan Processor,Y
43-4131.00,Loan Interviewers and Clerks,Mortgage Broker,N
43-4131.00,Loan Interviewers and Clerks,Mortgage Loan Processor,Y
43-4131.00,Loan Interviewers and Clerks,Mortgage Processor,N
43-4141.00,New Accounts Clerks,Banking Services Representative,N
43-4141.00,New Accounts Clerks,Customer Service Specialist,N
43-4141.00,New Accounts Clerks,Financial Service Representative,N
43-4141.00,New Accounts Clerks,Financial Services Representative,Y
43-4141.00,New Accounts Clerks,Member Service Representative,Y
43-4141.00,New Accounts Clerks,New Accounts Clerk,N
43-4141.00,New Accounts Clerks,New Accounts Representative,Y
43-4141.00,New Accounts Clerks,Personal Banker,Y
43-4141.00,New Accounts Clerks,Relationship Banker,N
43-4141.00,New Accounts Clerks,Universal Banker,N
43-4151.00,Order Clerks,Hub Associate,N
43-4151.00,Order Clerks,Materials Specialist,Y
43-4151.00,Order Clerks,Order Analyst,N
43-4151.00,Order Clerks,Order Clerk,Y
43-4151.00,Order Clerks,Order Entry Administrator (Order Entry Admin),N
43-4151.00,Order Clerks,Order Entry Representative (Order Entry Rep),N
43-4151.00,Order Clerks,Order Processing Clerk,N
43-4151.00,Order Clerks,Order Taker,N
43-4151.00,Order Clerks,Warehouse Clerk,Y
43-4151.00,Order Clerks,Warehouse Person,Y
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Human Resources Administrative Assistant (HR Administrative Assistant),Y
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Human Resources Assistant (HR Assistant),Y
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Human Resources Associate (HR Associate),Y
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Personnel Clerk,Y
43-4171.00,Receptionists and Information Clerks,Clerk Specialist,N
43-4171.00,Receptionists and Information Clerks,Front Desk Receptionist,Y
43-4171.00,Receptionists and Information Clerks,Greeter,Y
43-4171.00,Receptionists and Information Clerks,Information Assistant (Info Assistant),N
43-4171.00,Receptionists and Information Clerks,Medical Receptionist,N
43-4171.00,Receptionists and Information Clerks,Member Services Representative (Member Services Rep),N
43-4171.00,Receptionists and Information Clerks,Office Assistant,Y
43-4171.00,Receptionists and Information Clerks,Receptionist,Y
43-4171.00,Receptionists and Information Clerks,Registration Clerk,N
43-4171.00,Receptionists and Information Clerks,Scheduler,N
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Airline Ticket Agent,N
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Airport Sales Agent,N
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Customer Service Agent,Y
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Reservation Agent,Y
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Reservationist,N
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Reservations Agent,Y
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Reservations and Ticketing Agent,N
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Station Agent,N
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Ticket Agent,Y
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Tour Sales Representative,N
43-5011.00,Cargo and Freight Agents,Air Export Specialist,Y
43-5011.00,Cargo and Freight Agents,Drop Shipment Clerk,Y
43-5011.00,Cargo and Freight Agents,Freight Broker,N
43-5011.00,Cargo and Freight Agents,Intermodal Dispatcher,N
43-5011.00,Cargo and Freight Agents,International Coordinator,N
43-5011.00,Cargo and Freight Agents,Load Planner,N
43-5011.00,Cargo and Freight Agents,Logistics Coordinator,Y
43-5011.00,Cargo and Freight Agents,Logistics Service Representative,Y
43-5011.00,Cargo and Freight Agents,Ship Broker,N
43-5011.00,Cargo and Freight Agents,Traffic and Documentation Clerk,N
43-5011.01,Freight Forwarders,Air Export Agent,Y
43-5011.01,Freight Forwarders,Air Export Coordinator,Y
43-5011.01,Freight Forwarders,Export Coordinator,N
43-5011.01,Freight Forwarders,Freight Forwarder,Y
43-5011.01,Freight Forwarders,GSA Coordinator (General Services Administration Coordinator),Y
43-5011.01,Freight Forwarders,Import Agent,N
43-5011.01,Freight Forwarders,Ocean Export Specialist,N
43-5011.01,Freight Forwarders,Relocation Coordinator,N
43-5011.01,Freight Forwarders,Route Specialist,N
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Aircraft Dispatcher,N
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Charter Coordinator,N
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",City Dispatcher,Y
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Dispatcher (Dispatch),Y
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Mine Dispatcher,N
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Paratransit Dispatcher,N
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",School Bus Dispatcher,N
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Taxi Dispatcher,Y
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Train Dispatcher,Y
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Truck Dispatcher,N
43-5041.00,"Meter Readers, Utilities",Field Technician,N
43-5041.00,"Meter Readers, Utilities",Fieldman,N
43-5041.00,"Meter Readers, Utilities",Meter Reader,Y
43-5041.00,"Meter Readers, Utilities",Meter Reader Inspector,N
43-5041.00,"Meter Readers, Utilities",Meter Reading Clerk,N
43-5041.00,"Meter Readers, Utilities",Meter Technician,Y
43-5041.00,"Meter Readers, Utilities",Utility Service Worker,N
43-5041.00,"Meter Readers, Utilities",Water Inspector,N
43-5041.00,"Meter Readers, Utilities",Water Meter Reader,Y
43-5041.00,"Meter Readers, Utilities",Water Use Inspector,Y
43-5061.00,"Production, Planning, and Expediting Clerks",Expeditor,Y
43-5061.00,"Production, Planning, and Expediting Clerks",Inventory Control Specialist,N
43-5061.00,"Production, Planning, and Expediting Clerks",Material Requirements Planner (MRP),N
43-5061.00,"Production, Planning, and Expediting Clerks",Materials Coordinator,N
43-5061.00,"Production, Planning, and Expediting Clerks",Materials Planner,Y
43-5061.00,"Production, Planning, and Expediting Clerks",Production Assistant,N
43-5061.00,"Production, Planning, and Expediting Clerks",Production Clerk,N
43-5061.00,"Production, Planning, and Expediting Clerks",Production Controller,N
43-5061.00,"Production, Planning, and Expediting Clerks",Production Planner,Y
43-5061.00,"Production, Planning, and Expediting Clerks",Production Scheduler,Y
43-5071.00,"Shipping, Receiving, and Inventory Clerks",Materials Control Associate,N
43-5071.00,"Shipping, Receiving, and Inventory Clerks",Order Fulfillment Specialist,N
43-5071.00,"Shipping, Receiving, and Inventory Clerks",Receiver,Y
43-5071.00,"Shipping, Receiving, and Inventory Clerks",Receiving Associate,N
43-5071.00,"Shipping, Receiving, and Inventory Clerks",Receiving Clerk,Y
43-5071.00,"Shipping, Receiving, and Inventory Clerks",Receiving Coordinator,N
43-5071.00,"Shipping, Receiving, and Inventory Clerks",Shipper,Y
43-5071.00,"Shipping, Receiving, and Inventory Clerks",Shipping Clerk,Y
43-5071.00,"Shipping, Receiving, and Inventory Clerks",Shipping Coordinator,N
43-5071.00,"Shipping, Receiving, and Inventory Clerks",Traffic Assistant,N
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",Cycle Counter,N
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",Fluid Operator,Y
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",Inventory Specialist,Y
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",Quality Assurance Inspector (QA Inspector),Y
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",Scale Operator,N
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",Supply Clerk,N
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",Temperature Taker,Y
43-6011.00,Executive Secretaries and Executive Administrative Assistants,Administrative Aide,N
43-6011.00,Executive Secretaries and Executive Administrative Assistants,Administrative Assistant,Y
43-6011.00,Executive Secretaries and Executive Administrative Assistants,Administrative Associate,N
43-6011.00,Executive Secretaries and Executive Administrative Assistants,Administrative Coordinator,N
43-6011.00,Executive Secretaries and Executive Administrative Assistants,Administrative Secretary,Y
43-6011.00,Executive Secretaries and Executive Administrative Assistants,Administrative Specialist,N
43-6011.00,Executive Secretaries and Executive Administrative Assistants,Executive Administrative Assistant,N
43-6011.00,Executive Secretaries and Executive Administrative Assistants,Executive Assistant,Y
43-6011.00,Executive Secretaries and Executive Administrative Assistants,Executive Secretary,Y
43-6011.00,Executive Secretaries and Executive Administrative Assistants,Office Assistant,N
43-6012.00,Legal Secretaries and Administrative Assistants,Confidential Secretary,N
43-6012.00,Legal Secretaries and Administrative Assistants,Legal Administrative Assistant (Legal Admin Assistant),Y
43-6012.00,Legal Secretaries and Administrative Assistants,Legal Administrator (Legal Admin),N
43-6012.00,Legal Secretaries and Administrative Assistants,Legal Coordinator,N
43-6012.00,Legal Secretaries and Administrative Assistants,Legal Management Assistant,N
43-6012.00,Legal Secretaries and Administrative Assistants,Legal Office Support Assistant,Y
43-6012.00,Legal Secretaries and Administrative Assistants,Legal Practice Assistant,Y
43-6012.00,Legal Secretaries and Administrative Assistants,Legal Secretary,Y
43-6012.00,Legal Secretaries and Administrative Assistants,Litigation Secretary,N
43-6012.00,Legal Secretaries and Administrative Assistants,Magistrate Assistant,N
43-6013.00,Medical Secretaries and Administrative Assistants,Clinic Office Assistant,N
43-6013.00,Medical Secretaries and Administrative Assistants,Front Desk Receptionist,N
43-6013.00,Medical Secretaries and Administrative Assistants,Medical Office Specialist,N
43-6013.00,Medical Secretaries and Administrative Assistants,Medical Receptionist,Y
43-6013.00,Medical Secretaries and Administrative Assistants,Medical Secretary,Y
43-6013.00,Medical Secretaries and Administrative Assistants,Physician Office Specialist,N
43-6013.00,Medical Secretaries and Administrative Assistants,Secretary,N
43-6013.00,Medical Secretaries and Administrative Assistants,Unit Clerk,Y
43-6013.00,Medical Secretaries and Administrative Assistants,Unit Support Representative,Y
43-6013.00,Medical Secretaries and Administrative Assistants,Ward Clerk,N
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Administrative Assistant (Admin Assistant),Y
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Administrative Clerk,N
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Administrative Secretary (Admin Secretary),Y
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Administrative Specialist (Admin Specialist),N
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Administrative Support Assistant (ASA),N
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Administrative Technician,N
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Department Secretary,N
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Office Assistant,Y
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Secretary,Y
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Staff Assistant,N
43-9021.00,Data Entry Keyers,Data Capture Specialist,Y
43-9021.00,Data Entry Keyers,Data Entry Clerk,Y
43-9021.00,Data Entry Keyers,Data Entry Machine Operator,N
43-9021.00,Data Entry Keyers,Data Entry Operator,Y
43-9021.00,Data Entry Keyers,Data Entry Specialist,N
43-9021.00,Data Entry Keyers,Data Transcriber,Y
43-9021.00,Data Entry Keyers,Records Clerk,N
43-9021.00,Data Entry Keyers,Underwriting Support Specialist,N
43-9022.00,Word Processors and Typists,Clerk Specialist,N
43-9022.00,Word Processors and Typists,Clerk Typist,Y
43-9022.00,Word Processors and Typists,Keyboard Specialist,Y
43-9022.00,Word Processors and Typists,Office Technician,N
43-9022.00,Word Processors and Typists,Stenographer,N
43-9022.00,Word Processors and Typists,Typist,Y
43-9022.00,Word Processors and Typists,Word Processor,Y
43-9031.00,Desktop Publishers,Advertising Associate,N
43-9031.00,Desktop Publishers,Compositor,Y
43-9031.00,Desktop Publishers,Computer Typesetter,Y
43-9031.00,Desktop Publishers,Design Editor,N
43-9031.00,Desktop Publishers,Desktop Operator,N
43-9031.00,Desktop Publishers,Desktop Publishing Specialist,N
43-9031.00,Desktop Publishers,Electronic Console Display Operator,Y
43-9031.00,Desktop Publishers,Electronic Imager,N
43-9031.00,Desktop Publishers,Electronic Publishing Specialist,N
43-9031.00,Desktop Publishers,Publisher,Y
43-9041.00,Insurance Claims and Policy Processing Clerks,Claims Adjudicator,N
43-9041.00,Insurance Claims and Policy Processing Clerks,Claims Analyst,N
43-9041.00,Insurance Claims and Policy Processing Clerks,Claims Clerk,N
43-9041.00,Insurance Claims and Policy Processing Clerks,Claims Customer Service Representative (Claims CSR),N
43-9041.00,Insurance Claims and Policy Processing Clerks,Claims Processor,Y
43-9041.00,Insurance Claims and Policy Processing Clerks,Claims Representative (Claims Rep),Y
43-9041.00,Insurance Claims and Policy Processing Clerks,Claims Technician (Claims Tech),Y
43-9041.00,Insurance Claims and Policy Processing Clerks,Insurance Analyst,N
43-9041.00,Insurance Claims and Policy Processing Clerks,Policy Analyst,N
43-9041.00,Insurance Claims and Policy Processing Clerks,Underwriting Assistant,Y
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",Insert Operator,N
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",Inserter Operator,N
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",Mail Clerk,Y
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",Mail Handler,Y
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",Mail Machine Operator,Y
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",Mail Processor,N
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",Mail Reader,N
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",Mail Sorter,N
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",Postal Clerk,Y
43-9061.00,"Office Clerks, General",Administrative Clerk (Admin Clerk),N
43-9061.00,"Office Clerks, General",Clerical Aide,N
43-9061.00,"Office Clerks, General",Clerical Assistant,N
43-9061.00,"Office Clerks, General",Clerk,Y
43-9061.00,"Office Clerks, General",General Clerk,N
43-9061.00,"Office Clerks, General",Office Assistant,Y
43-9061.00,"Office Clerks, General",Office Clerk,Y
43-9061.00,"Office Clerks, General",Office Services Specialist,Y
43-9061.00,"Office Clerks, General",Office Support Assistant,N
43-9081.00,Proofreaders and Copy Markers,Copy Editor,Y
43-9081.00,Proofreaders and Copy Markers,Copyholder,N
43-9081.00,Proofreaders and Copy Markers,Editorial Assistant,N
43-9081.00,Proofreaders and Copy Markers,News Copy Editor,Y
43-9081.00,Proofreaders and Copy Markers,Proofer,N
43-9081.00,Proofreaders and Copy Markers,Proofreader,Y
43-9081.00,Proofreaders and Copy Markers,Typesetter,Y
43-9111.00,Statistical Assistants,Actuarial Analyst,Y
43-9111.00,Statistical Assistants,Actuarial Assistant,Y
43-9111.00,Statistical Assistants,Actuarial Technician,Y
43-9111.00,Statistical Assistants,Administrative Analyst,N
43-9111.00,Statistical Assistants,Research Assistant,Y
43-9111.00,Statistical Assistants,Statistical Clerk,N
43-9111.00,Statistical Assistants,Statistical Technician,N
45-2011.00,Agricultural Inspectors,Brand Inspector,Y
45-2011.00,Agricultural Inspectors,Consumer Safety Inspector (CSI),Y
45-2011.00,Agricultural Inspectors,Food Inspector,N
45-2011.00,Agricultural Inspectors,Food Safety and Inspection Service Inspector (FSIS Inspector),N
45-2011.00,Agricultural Inspectors,Food Sanitarian,N
45-2011.00,Agricultural Inspectors,Grain Inspector,Y
45-2011.00,Agricultural Inspectors,Inspector,Y
45-2011.00,Agricultural Inspectors,Seed and Fertilizer Specialist,N
45-2011.00,Agricultural Inspectors,Shipping Point Inspector,N
45-3031.00,Fishing and Hunting Workers,Commercial Fisherman,Y
45-3031.00,Fishing and Hunting Workers,Commercial Fishing Vessel Operator,N
45-3031.00,Fishing and Hunting Workers,Deckhand,N
45-3031.00,Fishing and Hunting Workers,Fisherman,N
45-3031.00,Fishing and Hunting Workers,Fur Trapper,N
45-3031.00,Fishing and Hunting Workers,Hunter,Y
45-3031.00,Fishing and Hunting Workers,Nuisance Wildlife Trapper,N
45-3031.00,Fishing and Hunting Workers,Trapper,Y
45-3031.00,Fishing and Hunting Workers,Urban Wildlife Damage Control Specialist,N
45-3031.00,Fishing and Hunting Workers,Wildlife Control Operator,Y
45-4011.00,Forest and Conservation Workers,Christmas Tree Farmer,N
45-4011.00,Forest and Conservation Workers,Conservation Officer,N
45-4011.00,Forest and Conservation Workers,Field Laborer,N
45-4011.00,Forest and Conservation Workers,Forest Ranger,Y
45-4011.00,Forest and Conservation Workers,Forest Resource Specialist,N
45-4011.00,Forest and Conservation Workers,Forestry Support Specialist,Y
45-4011.00,Forest and Conservation Workers,Park Maintainer,N
45-4011.00,Forest and Conservation Workers,Reforestation Worker,N
45-4011.00,Forest and Conservation Workers,Tree Farmer,Y
45-4011.00,Forest and Conservation Workers,Tree Planter,Y
47-4011.00,Construction and Building Inspectors,Building Code Administrator,Y
47-4011.00,Construction and Building Inspectors,Building Inspector,Y
47-4011.00,Construction and Building Inspectors,Building Official,Y
47-4011.00,Construction and Building Inspectors,Code Enforcement Officer,N
47-4011.00,Construction and Building Inspectors,Code Inspector,N
47-4011.00,Construction and Building Inspectors,Combination Building Inspector,N
47-4011.00,Construction and Building Inspectors,Construction Inspector,Y
47-4011.00,Construction and Building Inspectors,Electrical Inspector,N
47-4011.00,Construction and Building Inspectors,Plumbing Inspector,N
47-4011.00,Construction and Building Inspectors,Public Works Inspector,N
47-4011.01,Energy Auditors,Building Performance Consultant,N
47-4011.01,Energy Auditors,Building Science and Energy Specialist,N
47-4011.01,Energy Auditors,Building Scientist,N
47-4011.01,Energy Auditors,Energy Advisor,N
47-4011.01,Energy Auditors,Energy and Building Systems Specialist,N
47-4011.01,Energy Auditors,Energy Auditor,Y
47-4011.01,Energy Auditors,Energy Consultant,Y
47-4011.01,Energy Auditors,Energy Rater,Y
47-4011.01,Energy Auditors,Home Energy Inspector,N
47-4011.01,Energy Auditors,Home Performance Consultant,Y
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Electrical and Instrumentation Supervisor (E and I Supervisor),N
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Facilities Maintenance Supervisor,N
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Facility Maintenance Supervisor,N
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Maintenance Coordinator,N
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Maintenance Foreman,Y
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Maintenance Manager,Y
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Maintenance Planner,N
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Maintenance Superintendent,N
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Maintenance Supervisor,Y
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Service Manager,Y
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",Communications Systems Technician,N
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",Field Service Technician (Field Service Tech),N
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",Field Technician (Field Tech),N
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",Installation Technician (Installation Tech),N
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",Radio Frequency Technician (RF Tech),Y
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",Radio Repairman,N
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",Radio Technician (Radio Tech),Y
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",Tower Technician (Tower Tech),Y
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",Two-Way Radio Technician (Two-Way Radio Tech),Y
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Broadband Technician,N
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Central Office Technician,Y
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Combination Technician,N
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Customer Service Technician (CST),N
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Field Technician,N
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Install and Repair Technician,Y
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Installer,N
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Outside Plant Technician,N
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Service Technician,Y
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Telecommunications Technician,Y
49-2091.00,Avionics Technicians,Aircraft Electrical Systems Specialist,N
49-2091.00,Avionics Technicians,Aircraft Technician,N
49-2091.00,Avionics Technicians,Aviation Electrical Technician,Y
49-2091.00,Avionics Technicians,Aviation Electronics Technician,N
49-2091.00,Avionics Technicians,Avionics Electronics Technician,Y
49-2091.00,Avionics Technicians,Avionics Installer,Y
49-2091.00,Avionics Technicians,Avionics Systems Integration Specialist,N
49-2091.00,Avionics Technicians,Avionics Technician,Y
49-2091.00,Avionics Technicians,Electronic Technician,N
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Critical Systems Technician,Y
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Electronic Bench Technician,Y
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Electronics Mechanic,N
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Locomotive Electrician,Y
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Power Technician (Power Tech),Y
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Ship Yard Electrical Person,N
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",Electrical and Instrumentation Technician (E and I Technician),N
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",Electrical Technician,N
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",Instrument and Control Technician (I and C Technician),N
